timestamp,heart_rate,,,,,
2024-11-22T09:58:13,149,,,,,
2024-11-22T09:58:14,150,,,,,
2024-11-22T09:58:19,151,,,,,
2024-11-22T09:58:21,152,,,,,
2024-11-22T09:58:24,153,,,,,
2024-11-22T09:58:35,152,,,,,
2024-11-22T09:58:42,153,,,,,
2024-11-22T09:58:45,154,,,,,
2024-11-22T09:58:51,153,,,,,
2024-11-22T09:58:52,154,,,,,
2024-11-22T09:58:54,153,,,,,
2024-11-22T09:59:00,154,,,,,
2024-11-22T09:59:03,153,,,,,
2024-11-22T09:59:05,151,,,,,
2024-11-22T09:59:06,149,,,,,
2024-11-22T09:59:07,147,,,,,
2024-11-22T09:59:12,146,,,,,
2024-11-22T09:59:14,145,,,,,
2024-11-22T09:59:15,143,,,,,
2024-11-22T09:59:16,141,,,,,
2024-11-22T09:59:17,140,,,,,
2024-11-22T09:59:27,139,,,,,
2024-11-22T09:59:31,138,,,,,
2024-11-22T09:59:35,137,,,,,
2024-11-22T09:59:40,138,,,,,
2024-11-22T09:59:43,139,,,,,
2024-11-22T09:59:44,143,,,,,
2024-11-22T09:59:45,143,,,,,
2024-11-22T09:59:48,142,,,,,
2024-11-22T09:59:50,141,,,,,
2024-11-22T09:59:54,140,,,,,
2024-11-22T09:59:55,139,,,,,
2024-11-22T09:59:58,138,,,,,
